ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF109KC1S70,IPRU3450,DR,OMF,7.5,10.64
INF109KC1S62,IPRU3450P,DP,OMF,7.5,10.64
INF109KC1X81,IPRU3467,GR,OMF,7.5,11.39
INF109KC1Y07,IPRU3468,DR,OMF,7.5,11.39
INF109KC1X99,IPRU3468P,DP,OMF,7.5,11.39
INF109KC1Z22,IPRU3469,GR,OMF,7.5,12.87
INF109KC1Y64,IPRU3471,GR,OMF,7.5,11.25
INF109KC1Y80,IPRU3472,DR,OMF,7.5,11.25
INF109KC1Y72,IPRU3472P,DP,OMF,7.5,11.25
INF109KC1Z89,IPRU3473,GR,OMF,7.5,12.57
INF109KC11B2,IPRU3478,GR,OMF,7.5,10.56
INF109KC17B9,IPRU3480,GR,OMF,7.5,11.78
INF109KC19B5,IPRU3481,DR,OMF,7.5,11.78
INF109KC18B7,IPRU3481P,DP,OMF,7.5,11.78
INF109KC19H2,IPRU3489,GR,OMF,7.5,11.81
INF109KC11I7,IPRU3490,DR,OMF,7.5,11.81
INF109KC10I9,IPRU3490P,DP,OMF,7.5,11.81
INF109KC15K4,IPRU3505,GR,GMF,10,10.70
INF109KC11L1,IPRU3507,GR,OMF,7.5,10.68
INF109KC10P4,IPRU3523,GR,OMF,7.5,10.38
INF109K01EO2,IPRU42P,DP,OMF,7.5,96.83
INF109KC1FW3,IPRU5004,GR,OMF,7.5,20.04
INF109KC1FX1,IPRU5005,GR,OMF,7.5,20.04
INF109K01JR4,IPRU53,GR,GMF,10,87.66
INF109K01JP8,IPRU54,DR,GMF,10,16.80
INF109K01480,IPRU61,GR,OMF,7.5,263.60
INF109K01498,IPRU62,DR,OMF,7.5,32.37
INF109K01DX5,IPRU62P,DP,OMF,7.5,32.37
INF109K01FO9,IPRU72P,DP,OMF,7.5,57.14
INF109K01Y31,IPRU8000,GR,OMF,7.5,718.32
INF109K01Y15,IPRU8001P,DP,OMF,7.5,37.26
INF109K011O5,IPRU8002,GR,OMF,7.5,704.28
INF109K010O7,IPRU8003,DR,OMF,7.5,38.54
INF109K019N0,IPRU8003P,DP,OMF,7.5,38.54
INF109K015K4,IPRU8004,GR,OMF,7.5,561.20
INF109K014K7,IPRU8005,DR,OMF,7.5,41.47
INF109K013K9,IPRU8005P,DP,OMF,7.5,41.47
INF109K017L8,IPRU8007,GR,OMF,7.5,82.93
INF109K015N8,IPRU8008,DR,OMF,7.5,12.70
INF109K014N1,IPRU8008P,DP,OMF,7.5,12.70
INF109K013N3,IPRU8009,GR,OMF,7.5,55.71
INF109K010F5,IPRU8010,DR,OMF,7.5,10.57
INF109K019E9,IPRU8010P,DP,OMF,7.5,10.57
INF109K01Z14,IPRU8011,GR,OMF,7.5,479.29
INF109K01Z06,IPRU8012,DR,OMF,7.5,172.32
INF109K01Y98,IPRU8012P,DP,OMF,7.5,172.32
INF109K018C5,IPRU8015,GR,GMF,10,93.48
INF109K017C7,IPRU8016,DR,GMF,10,17.63
INF109K016C9,IPRU8016P,DP,GMF,10,17.63
INF109K01Y07,IPRU8017,GR,OMF,7.5,288.97
INF109K01X99,IPRU8018,DR,OMF,7.5,49.37
INF109K01X81,IPRU8018P,DP,OMF,7.5,49.37
INF109K01Z48,IPRU8019,GR,OMF,7.5,152.07
INF109K01Z30,IPRU8020,DR,OMF,7.5,106.46
INF109K01Z22,IPRU8020P,DP,OMF,7.5,106.46
INF109K014O9,IPRU8030,GR,OMF,7.5,576.16
INF109K013O1,IPRU8031,DR,OMF,7.5,44.62
INF109K012O3,IPRU8031P,DP,OMF,7.5,44.62
INF109K015M0,IPRU8034,GR,OMF,7.5,69.29
INF109K014M3,IPRU8035,DR,OMF,7.5,55.07
INF109K013M5,IPRU8035P,DP,OMF,7.5,55.07
INF109K016L0,IPRU8042,GR,OMF,7.5,81.81
INF109K015L2,IPRU8043,DR,OMF,7.5,47.18
INF109K014L5,IPRU8043P,DP,OMF,7.5,47.18
INF109K013J1,IPRU8044,GR,OMF,7.5,108.51
INF109K012J3,IPRU8045,DR,OMF,7.5,63.68
INF109K011J5,IPRU8045P,DP,OMF,7.5,63.68
INF109K01V83,IPRU8048,GR,OMF,7.5,36.07
INF109K01V91,IPRU8050,DR,OMF,7.5,11.63
INF109K01V75,IPRU8050P,DP,OMF,7.5,11.63
INF109K018N2,IPRU8073,GR,OMF,7.5,64.91
INF109K017N4,IPRU8074,DR,OMF,7.5,42.79
INF109K016N6,IPRU8074P,DP,OMF,7.5,42.79
INF109K016B1,IPRU8078,GR,OMF,7.5,26.66
INF109K018B7,IPRU8082,DR,OMF,7.5,10.25
INF109K017B9,IPRU8082P,DP,OMF,7.5,10.25
INF109K012C8,IPRU8083,DR,OMF,7.5,15.01
INF109K019B5,IPRU8083P,DP,OMF,7.5,15.01
INF109K01O66,IPRU8085,DR,OMF,7.5,105.74
INF109K01O82,IPRU8086,GR,OMF,7.5,473.12
INF109K01P16,IPRU8087,DR,OMF,7.5,105.52
INF109K01P08,IPRU8087P,DP,OMF,7.5,105.52
INF109K01P24,IPRU8088,DR,OMF,7.5,100.62
INF109K01P57,IPRU8089,GR,OMF,7.5,392.65
INF109K01P81,IPRU8090,DR,OMF,7.5,102.07
INF109K01P73,IPRU8090P,DP,OMF,7.5,102.07
INF109K01Q15,IPRU8095,DR,GMF,10,100.11
INF109K01Q49,IPRU8096,GR,GMF,10,339.66
INF109K01Q98,IPRU8098,DR,GMF,10,100.20
INF109K01R22,IPRU8099,DR,GMF,10,100.14
INF109K01R14,IPRU8101,GR,GMF,10,331.40
INF109K010A6,IPRU8104,GR,OMF,7.5,29.15
INF109K01Y80,IPRU8107,GR,OMF,7.5,40.62
INF109K01Y72,IPRU8108,DR,OMF,7.5,40.60
INF109K01Y64,IPRU8108P,DP,OMF,7.5,40.60
INF109K01V00,IPRU8110,GR,OMF,7.5,29.43
INF109K01V42,IPRU8111,DR,OMF,7.5,11.55
INF109K01V34,IPRU8111P,DP,OMF,7.5,11.55
INF109K01T04,IPRU8123,GR,OMF,7.5,25.84
INF109K01T46,IPRU8124,DR,OMF,7.5,10.80
INF109K01T38,IPRU8124P,DP,OMF,7.5,10.80
INF109K01T61,IPRU8125,DR,OMF,7.5,11.04
INF109K01T53,IPRU8125P,DP,OMF,7.5,11.04
INF109K01O74,IPRU8127,DR,OMF,7.5,166.66
INF109K01O90,IPRU8127P,DP,OMF,7.5,166.66
INF109K01U92,IPRU8130,GR,OMF,7.5,19.40
INF109K01U84,IPRU8131,DR,OMF,7.5,19.40
INF109K01U76,IPRU8131P,DP,OMF,7.5,19.40
INF109K012A2,IPRU8132,DR,OMF,7.5,12.59
INF109K011A4,IPRU8132P,DP,OMF,7.5,12.59
INF109K01Z71,IPRU8133,GR,OMF,7.5,57.50
INF109K01Z63,IPRU8134,DR,OMF,7.5,57.49
INF109K01Z55,IPRU8134P,DP,OMF,7.5,57.49
INF109K011M9,IPRU8140,DR,OMF,7.5,12.53
INF109K010M1,IPRU8140P,DP,OMF,7.5,12.53
INF109K015E7,IPRU8142,DR,OMF,7.5,21.85
INF109K014E0,IPRU8142P,DP,OMF,7.5,21.85
INF109K013E2,IPRU8143,DR,OMF,7.5,11.55
INF109K012E4,IPRU8143P,DP,OMF,7.5,11.55
INF109K018E1,IPRU8144,DR,OMF,7.5,11.94
INF109K017E3,IPRU8144P,DP,OMF,7.5,11.94
INF109K016E5,IPRU8145,GR,OMF,7.5,33.67
INF109K01W58,IPRU8149,GR,OMF,7.5,118.24
INF109K01W82,IPRU8153,GR,OMF,7.5,53.14
INF109K01X16,IPRU8157,GR,OMF,7.5,97.61
INF109K01X40,IPRU8162,GR,OMF,7.5,156.32
INF109K01X73,IPRU8166,GR,OMF,7.5,39.86
INF109K010K5,IPRU8175,DR,OMF,7.5,83.08
INF109K011K3,IPRU8175P,DP,OMF,7.5,83.08
INF109K012K1,IPRU8176,GR,OMF,7.5,330.29
INF109K015O6,IPRU8177,DR,OMF,7.5,15.93
INF109K017O2,IPRU8177P,DP,OMF,7.5,15.93
INF109K016O4,IPRU8178,GR,OMF,7.5,31.61
INF109K011B2,IPRU8179,DR,OMF,7.5,25.26
INF109K010B4,IPRU8179P,DP,OMF,7.5,25.26
INF109K012B0,IPRU8180,GR,OMF,7.5,61.62
INF109K010N9,IPRU8181,DR,OMF,7.5,43.62
INF109K019M2,IPRU8181P,DP,OMF,7.5,43.62
INF109K011N7,IPRU8182,GR,OMF,7.5,198.62
INF109K017M6,IPRU8183,DR,OMF,7.5,31.67
INF109K016M8,IPRU8183P,DP,OMF,7.5,31.67
INF109K018M4,IPRU8184,GR,OMF,7.5,123.32
INF109K01S70,IPRU8185,DR,OMF,7.5,16.22
INF109K01S62,IPRU8185P,DP,OMF,7.5,16.22
INF109K01S54,IPRU8186,DR,OMF,7.5,16.84
INF109K01S47,IPRU8186P,DP,OMF,7.5,16.84
INF109K01S96,IPRU8187,DR,OMF,7.5,14.15
INF109K01S88,IPRU8187P,DP,OMF,7.5,14.15
INF109K01S39,IPRU8188,GR,OMF,7.5,66.30
INF109K012M7,IPRU8189,GR,OMF,7.5,199.67
INF109K015A5,IPRU8190,GR,OMF,7.5,41.68
INF109K019A7,IPRU8192,DR,OMF,7.5,11.31
INF109K018A9,IPRU8192P,DP,OMF,7.5,11.31
INF109K01W17,IPRU8193,DR,OMF,7.5,55.37
INF109K01W09,IPRU8193P,DP,OMF,7.5,55.37
INF109K01W25,IPRU8194,GR,OMF,7.5,113.69
INF109K015Y5,IPRU8270,DR,OMF,7.5,101.89
INF109K016Y3,IPRU8270P,DP,OMF,7.5,101.89
INF109K017Y1,IPRU8271,DR,OMF,7.5,101.87
INF109K018Y9,IPRU8271P,DP,OMF,7.5,101.87
INF109K019Y7,IPRU8272,DR,OMF,7.5,107.31
INF109K010Z3,IPRU8272P,DP,OMF,7.5,107.31
INF109KA1CE0,IPRU8344,GR,OMF,7.5,24.42
INF109KA1UA0,IPRU8573,GR,OMF,7.5,35.39
INF109KA1UC6,IPRU8574,DR,OMF,7.5,19.34
INF109KA1UB8,IPRU8574P,DP,OMF,7.5,19.34
INF109KA1O37,IPRU8698,GR,GMF,10,21.35
INF109KA1O94,IPRU8700,DR,GMF,10,11.02
INF109KA1O52,IPRU8700P,DP,GMF,10,11.02
INF109KA11J9,IPRU8758,GR,OMF,7.5,20.11
INF109KA16J8,IPRU8760,DR,OMF,7.5,14.44
INF109KA13J5,IPRU8760P,DP,OMF,7.5,14.44
INF109KB1NM9,IPRU8920,DR,OMF,7.5,26.85
INF109KB1NL1,IPRU8920P,DP,OMF,7.5,26.85
INF109KB1QL4,IPRU8961,DR,OMF,7.5,23.44
INF109KB1QM2,IPRU8961P,DP,OMF,7.5,23.44
INF109KB10X0,IPRU9209,GR,OMF,7.5,21.26
INF109KB12X6,IPRU9210,DR,OMF,7.5,21.26
INF109KC1GH2,IPRU9333,GR,OMF,7.5,23.26
INF109KC1GJ8,IPRU9334,DR,OMF,7.5,17.81
INF109KC1E01,IPRU9335,DR,OMF,7.5,17.35
INF109KC1LJ8,IPRU9392,GR,OMF,7.5,22.80
INF109KC1LK6,IPRU9393,DR,OMF,7.5,17.64
INF109KC11G1,IPRU9425,GR,GMF,10,1230.53
INF109KC12G9,IPRU9426,DR,GMF,10,1000.01
INF109KC15G2,IPRU9427,DR,GMF,10,1000.18
INF109KC1RH9,IPRU9453D,GR,OMF,7.5,23.97
INF109KC1RI7,IPRU9454E,DR,OMF,7.5,19.10
INF109KC1YD4,IPRU9551,GR,OMF,7.5,18.98
INF109KC1YF9,IPRU9552,DR,OMF,7.5,15.94
INF109KC1D93,IPRU9594,GR,OMF,7.5,22.23
INF109KC1F91,IPRU9600,GR,OMF,7.5,30.98
INF109KC1G09,IPRU9601,DR,OMF,7.5,25.99
INF109KC1I49,IPRU9611,GR,OMF,7.5,20.03
INF109KC1O09,IPRU9637,GR,OMF,7.5,15.26
INF109KC1O66,IPRU9639,GR,OMF,7.5,16.09
INF109KC1P24,IPRU9641,GR,OMF,7.5,15.97
INF109KC1P32,IPRU9642,DR,OMF,7.5,15.98
INF109KC1P40,IPRU9642P,DP,OMF,7.5,15.98
INF109KC1P81,IPRU9643L,GR,OMF,7.5,13.32
INF109KC1P99,IPRU9644L,DR,OMF,7.5,13.32
INF109KC1Q07,IPRU9644PL,DP,OMF,7.5,13.32
INF109KC1R14,IPRU9645,GR,OMF,7.5,13.18
INF109KC1R22,IPRU9646,DR,OMF,7.5,13.18
INF109KC1R30,IPRU9646P,DP,OMF,7.5,13.18
INF109KC1S88,IPRU9649,GR,OMF,7.5,10.68
INF109KC1Y15,IPRU9669,GR,OMF,7.5,11.46
INF109KC1Z55,IPRU9671,GR,OMF,7.5,13.07
INF109KC1Y98,IPRU9673,GR,OMF,7.5,11.34
INF109KC1Z14,IPRU9674,DR,OMF,7.5,11.34
INF109KC1Z06,IPRU9674P,DP,OMF,7.5,11.34
INF109KC11A4,IPRU9675,GR,OMF,7.5,12.70
INF109KC14B6,IPRU9680,GR,OMF,7.5,10.58
INF109KC10C2,IPRU9682,GR,OMF,7.5,12.01
INF109KC12C8,IPRU9683,DR,OMF,7.5,12.01
INF109KC11C0,IPRU9683P,DP,OMF,7.5,12.01
INF109KC12I5,IPRU9691,GR,OMF,7.5,11.97
INF109KC18K8,IPRU9707,GR,GMF,10,10.71
INF109KC14L5,IPRU9709,GR,OMF,7.5,10.69
INF109KC13P8,IPRU9725,GR,OMF,7.5,10.39
INF109K01852,IPRUAVAP,GR,OMF,7.5,149.75
INF109K01EC7,IPRUDFDP,DP,OMF,7.5,31.57
INF109K01BE9,IPRUEDIRD,DR,OMF,7.5,14.22
INF109K01BF6,IPRUEDIRG,GR,OMF,7.5,29.82
INF109K01EF0,IPRUEDIRP,DP,OMF,7.5,14.22
INF109K01EG8,IPRUEDWRP,DP,OMF,7.5,17.42
INF109K01EH6,IPRUESDP,DP,OMF,7.5,30.26
INF109K01FB6,IPRUIFDP,DP,OMF,7.5,21.00
INF109K01WX5,IPRUIMPDH,DR,OMF,7.5,13.13
INF109K01ER5,IPRUIMPDP,DP,OMF,7.5,13.82
INF109K01WY3,IPRUIMPDQ,DR,OMF,7.5,11.53
INF109K01PI0,IPRUINXNB,GR,OMF,7.5,192.24
INF109K01AH4,IPRULFRAG,GR,OMF,7.5,38.44
INF109K01IO3,IPRULFRAQ,DR,OMF,7.5,10.74
INF109K01704,IPRULTP25W,DR,OMF,7.5,10.88
INF109K01FL5,IPRUSIDP,DP,OMF,7.5,30.88
INF109K01BB5,IPSERVESIG,GR,OMF,7.5,105.70
INF109K01BA7,IPSID,DR,OMF,7.5,30.88
INF109K01464,IPTAX01,GR,OMF,7.5,655.61
INF109K01506,IPTECH71,GR,OMF,7.5,138.97
INF109K01514,IPTECH72,DR,OMF,7.5,57.14
INF109K01BZ4,IPTRGT1451,GR,OMF,7.5,57.99
INF109K01CA5,IPTRGT1452,DR,OMF,7.5,22.14
INF109K01FR2,IPVAPDP,DP,OMF,7.5,125.06
INF109K01FS0,IPVCPDP,DP,OMF,7.5,35.16
INF767K01GW5,IRG1G,GR,OMF,7.5,30.45
INF00XX01BU6,ITIDG1GBA,GR,OMF,7.5,12.14
INF00XX01283,ITIDPG,GR,GMF,10,1199.19
INF00XX01689,ITIDPG1GB,GR,OMF,7.5,12.10
INF00XX01CE8,ITIDPG1GCH,GR,OMF,7.5,10.88
INF00XX01BC4,ITIDPG1GD,GR,OMF,7.5,11.12
INF00XX01804,ITIDPG1GL,GR,OMF,7.5,13.95
INF00XX01929,ITIDPG1GMD,GR,OMF,7.5,13.65
INF00XX01564,ITIDPG1GO,GR,GMF,10,1162.14
INF00XX01861,ITIDPG1GP,GR,OMF,7.5,11.47
INF00XX01747,ITIDPG1GS,GR,OMF,7.5,18.15
INF00XX01AE2,ITIDPG1GU,GR,OMF,7.5,1110.79
INF00XX01AQ6,ITIDPG1GV,GR,OMF,7.5,12.18
INF00XX01390,ITIDPG3,GR,OMF,7.5,17.06
INF00XX01440,ITIDPGA,GR,OMF,7.5,11.64
INF00XX01168,ITIDPGM,GR,OMF,7.5,17.32
INF00XX01200,ITIRPDDR,DR,GMF,10,1001.00
INF00XX01382,ITIRPDP2,DP,OMF,7.5,15.08
INF00XX01663,ITIRPDPB,DP,OMF,7.5,11.24
INF00XX01143,ITIRPDPM,DP,OMF,7.5,15.15
INF00XX01903,ITIRPDPMD,DP,OMF,7.5,12.95
INF00XX01721,ITIRPDPS,DP,OMF,7.5,16.90
INF00XX01671,ITIRPDRB,DR,OMF,7.5,11.24
INF00XX01150,ITIRPDRM,DR,OMF,7.5,15.15
INF00XX01911,ITIRPDRMD,DR,OMF,7.5,12.95
INF00XX01739,ITIRPDRS,DR,OMF,7.5,16.90
INF00XX01192,ITIRPG,GR,GMF,10,1192.79
INF00XX01374,ITIRPG1,GR,OMF,7.5,15.77
INF00XX01416,ITIRPGA,GR,OMF,7.5,11.31
INF00XX01655,ITIRPGB,GR,OMF,7.5,11.24
INF00XX01BX0,ITIRPGCH,GR,OMF,7.5,10.71
INF00XX01AT0,ITIRPGD,GR,OMF,7.5,10.88
INF00XX01770,ITIRPGL,GR,OMF,7.5,13.20
INF00XX01135,ITIRPGM,GR,OMF,7.5,15.86
INF00XX01895,ITIRPGMD,GR,OMF,7.5,12.95
INF00XX01473,ITIRPGO,GR,GMF,10,1157.73
INF00XX01838,ITIRPGP,GR,OMF,7.5,11.30
INF00XX01713,ITIRPGS,GR,OMF,7.5,16.90
INF00XX01952,ITIRPGU,GR,OMF,7.5,1090.35
INF843K01377,JAIGR,GR,GMF,10,21.32
INF843K01351,JARDI,DP,GMF,10,23.43
INF843K01369,JARDI,DR,GMF,10,23.43
INF843K01344,JARGR,GR,GMF,10,24.91
INF843K01609,JASGR,GR,OMF,7.5,23.89
INF843K01KK1,JD119,GR,OMF,7.5,28.84
INF843K01GU8,JDGDP,DP,GMF,10,22.06
INF843K01GV6,JDGDR,DR,GMF,10,22.06
INF843K01GS2,JDGGR,GR,GMF,10,22.15
INF192K01BN6,JMAADG,GR,OMF,7.5,30.09
INF192K01494,JMAADP,DP,OMF,7.5,13.28
INF192K01510,JMAAGP,GR,OMF,7.5,28.61
INF192K01BT3,JMBADG,GR,OMF,7.5,69.36
INF137A01011,JMBADP,DP,OMF,7.5,44.16
INF137A01029,JMBADP,DR,OMF,7.5,44.16
INF137A01037,JMBAGP,GR,OMF,7.5,63.24
INF192K01528,JMBFDP,DP,OMF,7.5,22.41
INF192K01536,JMBFDP,DR,OMF,7.5,22.41
INF192K01544,JMBFGP,GR,OMF,7.5,80.11
INF192K01BW7,JMCRDG,GR,OMF,7.5,15.55
INF192K01551,JMCRDP,DP,OMF,7.5,13.70
INF192K01569,JMCRDP,DR,OMF,7.5,13.70
INF192K01577,JMCRGP,GR,OMF,7.5,13.70
INF192K01BZ0,JMEFDG,GR,OMF,7.5,123.98
INF192K01585,JMEFDP,DP,OMF,7.5,21.61
INF192K01593,JMEFDP,DR,OMF,7.5,21.61
INF192K01601,JMEFGP,GR,OMF,7.5,111.31
INF192K01DD3,JMFFD4,GR,OMF,7.5,37.88
INF192K01700,JMFFLG,GR,OMF,7.5,35.80
INF192K01CW5,JMIFDG,GR,OMF,7.5,59.10
INF192K01999,JMIFRD,DP,OMF,7.5,18.21
INF192K01AB3,JMIFRG,GR,OMF,7.5,53.57
INF192K01CH6,JMLFDD,DR,GMF,10,10.43
INF192K01CM6,JMLFDG,GR,GMF,10,62.73
INF192K01833,JMLFDP,DR,GMF,10,10.43
INF192K01882,JMLFRG,GR,GMF,10,62.19
INF192K01DW3,JMMMP4,GR,OMF,7.5,32.86
INF192K01FL1,JMMMP5,DR,OMF,7.5,19.79
INF192K01AY5,JMMMPG,GR,OMF,7.5,32.25
INF192K01CC7,JMMSDG,GR,OMF,7.5,69.96
INF192K01619,JMMSDP,DP,OMF,7.5,48.72
INF192K01627,JMMSDP1,DR,OMF,7.5,48.72
INF192K01635,JMMSGP,GR,OMF,7.5,63.23
INF192K01MB8,JMONDG,GR,GMF,10,1159.81
INF192K01LX4,JMONRG,GR,GMF,10,1156.90
INF192K01MP8,JMSDDG,GR,OMF,7.5,10.57
INF192K01MM5,JMSDGP,GR,OMF,7.5,10.49
INF192K01CE3,JMTGDG,GR,OMF,7.5,36.41
INF192K01643,JMTGDP,DP,OMF,7.5,32.65
INF192K01650,JMTGGP,GR,OMF,7.5,32.65
INF843K01IY6,JP114,GR,OMF,7.5,13.78
INF843K01KG9,JP115,GR,OMF,7.5,19.86
INF843K01KI5,JP117,DP,OMF,7.5,13.72
INF843K01KJ3,JP118,DR,OMF,7.5,13.72
INF843K01KN5,JP119,GR,OMF,7.5,25.73
INF843K01KO3,JP120,DP,OMF,7.5,21.12
INF843K01KP0,JP121,DR,OMF,7.5,21.12
INF843K01FK1,JPBPG,GR,OMF,7.5,21.24
INF843K01138,JPCGR,GR,OMF,7.5,35.66
INF843K01GJ1,JPDGR,GR,OMF,7.5,16.22
INF843K01054,JPEDI,DP,OMF,7.5,22.45
INF843K01062,JPEDI,DR,OMF,7.5,22.45
INF843K01047,JPEGR,GR,OMF,7.5,58.85
INF843K01HC4,JPGGR,GR,GMF,10,21.09
INF843K01021,JPSDI,DP,OMF,7.5,33.68
INF843K01039,JPSDI,DR,OMF,7.5,33.68
INF843K01013,JPSGR,GR,OMF,7.5,58.42
INF843K01ED9,JPUSE,GR,OMF,7.5,25.66
INF174K01179,K30,DP,OMF,7.5,53.50
INF174K01153,K30,GR,OMF,7.5,414.50
INF174K01161,K30,DR,OMF,7.5,53.50
INF174K01KX4,K3003DDP,DP,OMF,7.5,61.60
INF174K01KW6,K30G13D,GR,OMF,7.5,465.75
INF174K01KY2,K30R03D,DR,OMF,7.5,61.60
INF174KA1IM0,KAR2027DDP,DP,OMF,7.5,10.57
INF174KA1IN8,KAR2027DDR,DR,OMF,7.5,10.57
INF174KA1IL2,KAR2027DG,GR,OMF,7.5,10.57
INF174KA1II8,KAR2027G,GR,OMF,7.5,10.55
INF174KA1IR9,KAR2032DG,GR,OMF,7.5,10.81
INF174KA1IO6,KAR2032G,GR,OMF,7.5,10.78
INF174K01LM5,KBAL04D,DP,OMF,7.5,31.38
INF174KA1160,KBALAFDP,DP,OMF,7.5,16.07
INF174KA1178,KBALAFDR,DR,OMF,7.5,16.07
INF174KA1186,KBALAFGR,GR,OMF,7.5,16.07
INF174K01450,KBALANCE,DP,OMF,7.5,26.31
INF174K01443,KBALANCE,DR,OMF,7.5,26.31
INF174K01F00,KBALG04GD,GR,OMF,7.5,51.18
INF174K01E92,KBG,GR,OMF,7.5,44.77
INF174K01JC0,KBONG06D,GR,OMF,7.5,73.00
INF174K01EQ1,KBONREGADP,DP,OMF,7.5,40.64
INF174K01EP3,KBONREGADR,DR,OMF,7.5,40.64
INF174K01EM0,KBONREGG,GR,OMF,7.5,66.33
INF174K01Z22,KBST20NDD,DR,OMF,7.5,13.82
INF174K01Z14,KBST20NDPD,DP,OMF,7.5,13.82
INF174K01ES7,KBSTG,GR,OMF,7.5,45.06
INF174K01JI7,KBSTG10D,GR,OMF,7.5,48.85
INF174K01KZ9,KCONG124D,GR,OMF,7.5,112.20
INF174K01260,KCONTRA,DP,OMF,7.5,33.68
INF174K01245,KCONTRA,GR,OMF,7.5,97.72
INF174K01252,KCONTRA,DR,OMF,7.5,33.68
INF174K01LC6,KCPLG179D,GR,OMF,7.5,34.29
INF174K01LE2,KCPLM189D,DP,OMF,7.5,11.24
INF174K01EG2,KCROADP,DP,OMF,7.5,11.03
INF174K01EF4,KCROADR,DR,OMF,7.5,11.03
INF174K01DY7,KCROG,GR,OMF,7.5,25.36
INF174K01LZ7,KCROG190D,GR,OMF,7.5,28.01
INF178L01AY2,KDLMR255MD,DR,OMF,7.5,1329.37
INF174K01LU8,KEFDDP,DP,OMF,7.5,56.76
INF174K01LJ1,KELSD154D,DP,OMF,7.5,39.93
INF174K01LI3,KELSG144D,GR,OMF,7.5,95.32
INF174K01LV6,KEME133D,DP,OMF,7.5,56.76
INF174K01DU5,KEMEDP,DP,OMF,7.5,46.20
INF174K01DT7,KEMEDR,DR,OMF,7.5,46.20
INF174K01DS9,KEMEG,GR,OMF,7.5,84.12
INF174K01LT0,KEMEG123D,GR,OMF,7.5,95.27
INF174K01328,KEQARBIT,DP,OMF,7.5,10.75
INF174K01302,KEQARBIT,GR,OMF,7.5,32.47
INF174K01310,KEQARBIT,DR,OMF,7.5,10.75
INF174K01484,KEQFOF,DP,OMF,7.5,161.08
INF174K01468,KEQFOF,GR,OMF,7.5,165.48
INF174K01476,KEQFOF,DR,OMF,7.5,161.08
INF174K01C86,KESFMD,DP,OMF,7.5,15.23
INF174K01C78,KESFRG,GR,OMF,7.5,20.80
INF174K01LO1,KFG117DP,GR,OMF,7.5,172.42
INF174K01NA6,KFLRG,GR,GMF,10,3883.78
INF174K01MW2,KFLRG252D,GR,GMF,10,3910.50
INF174K01MX0,KFLRM255D,DR,GMF,10,1116.87
INF174K01NB4,KFLRMDR,DR,GMF,10,1056.55
INF174K01FD6,KFLTG,GR,OMF,7.5,37.43
INF174K01JP2,KFLTG135D,GR,OMF,7.5,38.87
INF174K01JQ0,KFLTM145D,DR,OMF,7.5,16.78
INF174K01FH7,KFLTMDR,DR,OMF,7.5,10.77
INF174K01JU2,KFLXG197D,GR,OMF,7.5,34.38
INF174K01LN3,KFOFG107D,GR,OMF,7.5,175.58
INF174K01DX9,KGEMDP,DP,OMF,7.5,19.75
INF174K01DW1,KGEMDR,DR,OMF,7.5,19.75
INF174K01DV3,KGEMG,GR,OMF,7.5,19.75
INF174K01LW4,KGEMG143D,GR,OMF,7.5,21.22
INF174K01FI5,KGIREGG,GR,GMF,10,83.55
INF174K01FK1,KGIREGQDP,DP,GMF,10,16.33
INF174K01FJ3,KGIREGQDR,DR,GMF,10,16.33
INF174K01MR2,KGOF47D,DP,OMF,7.5,24.50
INF174K01MP6,KGOFG46D,GR,OMF,7.5,24.50
INF174K01AU1,KGOLDDP,DP,OMF,7.5,23.42
INF174K01AV9,KGOLDDR,DR,OMF,7.5,23.42
INF174K01AT3,KGOLDG,GR,OMF,7.5,23.42
INF174K01FO3,KGSG,GR,OMF,7.5,56.26
INF174K01FQ8,KGSMDP,DP,OMF,7.5,10.57
INF174K01FP0,KGSMDR,DR,OMF,7.5,10.57
INF174K01419,KINCOME+,DP,OMF,7.5,12.39
INF174K01393,KINCOME+,GR,OMF,7.5,47.33
INF174K01401,KINCOME+,DR,OMF,7.5,12.39
INF178L01BY0,KKCBG258G,GR,OMF,7.5,3352.23
INF178L01AX4,KKDL255G,GR,OMF,7.5,3128.27
INF174K01KE4,KKGIG02D,GR,GMF,10,92.93
INF174K01KM7,KKGIG102D,GR,GMF,10,95.17
INF174K01KH7,KKGSG01D,GR,OMF,7.5,58.16
INF178L01AJ3,KKIE53D,DP,OMF,7.5,49.69
INF178L01AL9,KKIEG53G,GR,OMF,7.5,50.26
INF174K01JZ1,KKIPG41D,GR,OMF,7.5,53.31
INF174K01LF9,KKOPG108D,GR,OMF,7.5,260.46
INF174K01D28,KKSFG35D,GR,OMF,7.5,22.34
INF174K01D51,KKSFM36D,DP,OMF,7.5,16.04
INF174K01NH1,KLIQD463D,DR,GMF,10,1222.81
INF174K01NE8,KLIQG462D,GR,GMF,10,4636.71
INF174K01NI9,KLIQPREG,GR,GMF,10,4603.52
INF174K01VU7,KMDFA50D,DP,OMF,7.5,21.06
INF174K01VQ5,KMDFG48D,GR,OMF,7.5,21.06
INF174K01VL6,KMEDIUM,GR,OMF,7.5,19.31
INF174K01VN2,KMEDIUMAD,DP,OMF,7.5,11.85
